Service Name,Auth Code Captured,Token Exchange,UserInfo,Timestamp,Error
nebraska_test,No,Failed,N/A,2025-06-10T15:24:44.362090,"Navigation error: Page.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""#Login"")
"
